8.237051401,-0.05674366387,,,,,,,,,,
9.223593807,0.06714489421,,,,,,,,,,
10.15943605,0.3905653443,,,,,,,,,,
10.68180064,1.152554186,,,,,,,,,,
10.82360318,2.000023166,,,,,,,,,,
10.87168825,2.987962991,,,,,,,,,,
10.85843854,3.980290151,,,,,,,,,,
10.70731005,4.526134069,,,,,,,,,,
10.09713367,4.814452104,,,,,,,,,,
9.500069964,4.50146234,,,,,,,,,,
9.080611709,4.016514497,,,,,,,,,,
8.412428368,3.264357307,,,,,,,,,,
7.626956158,2.504485093,,,,,,,,,,
6.693553144,2.17005054,,,,,,,,,,
5.696192135,2.108542724,,,,,,,,,,
4.654188915,2.153995909,,,,,,,,,,
3.666735725,2.262906735,,,,,,,,,,S
2.826047327,2.307632135,,,,,,,,,,
1.938316518,2.303630126,,,,,,,,,,
1.28304296,1.979726699,,,,,,,,,,
1.04290785,1.4030924,,,,,,,,,,
1.307033147,0.7081475888,,,,,,,,,,
1.924374553,0.1728934934,,,,,,,,,,
2.656822249,-0.005682714065,,,,,,,,,,
3.616549683,-0.08568271407, ,,,,,,,,,
