9.223593806999996758e+00,6.714489421000000013e-02
9.276690592837262272e+00,7.636528470410244851e-02
9.329752710909199109e+00,8.593193465043351409e-02
9.382711589719887613e+00,9.593718938035034061e-02
9.435498657773404574e+00,1.064733942252101967e-01
9.488045343573821455e+00,1.176328945163702261e-01
9.540283075625211495e+00,1.295080355851876419e-01
9.592143282431655038e+00,1.421911627630196295e-01
9.643557392497223546e+00,1.557746213812233882e-01
9.694456834325997363e+00,1.703507567711561310e-01
9.744773036422044399e+00,1.860119142641749601e-01
9.794437427289441445e+00,2.028504391916371441e-01
9.843381435432265292e+00,2.209586768848998128e-01
9.891536489354592732e+00,2.404289726753203460e-01
9.938834017560493450e+00,2.613536718942555681e-01
9.985205448554044239e+00,2.838251198730629699e-01
1.003058221083932366e+01,3.079356619430996811e-01
1.007489573292040141e+01,3.337776434357229149e-01
1.011807744330135783e+01,3.614434096822896070e-01
1.016005877051808959e+01,3.910253059040432744e-01
1.020078090167701212e+01,4.225819165793023857e-01
1.024022233505255386e+01,4.560427444984992973e-01
1.027837048478716753e+01,4.913064471220175422e-01
1.031521276502329876e+01,5.282716819102405426e-01
1.035073658990339318e+01,5.668371063235516649e-01
1.038492937356990531e+01,6.069013778223348865e-01
1.041777853016528077e+01,6.483631538669734073e-01
1.044927147383197408e+01,6.911210919178507606e-01
1.047939561871242553e+01,7.350738494353502572e-01
1.050813837894908964e+01,7.801200838798558745e-01
1.053548716868441204e+01,8.261584527117508125e-01
1.056142940206084191e+01,8.730876133914182713e-01
1.058595249322082843e+01,9.208062233792423390e-01
1.060904385630682434e+01,9.692129401356064378e-01
1.063069090546126994e+01,1.018206421120893657e+00
1.065088105482662151e+01,1.067685323795487973e+00
1.066960171854532646e+01,1.117548305619772586e+00
1.068684076631425484e+01,1.167694436209042008e+00
1.070262090606428451e+01,1.218054304462187210e+00
1.071702366944151308e+01,1.268611719006825789e+00
1.073013625734598264e+01,1.319355617629055732e+00
1.074204587067775662e+01,1.370274938114975916e+00
1.075283971033688246e+01,1.421358618250683881e+00
1.076260497722342713e+01,1.472595595822279613e+00
1.077142887223742918e+01,1.523974808615859988e+00
1.077939859627895380e+01,1.575485194417523660e+00
1.078660135024805378e+01,1.627115691013369947e+00
1.079312433504477831e+01,1.678855236189496170e+00
1.079905475156918904e+01,1.730692767732001203e+00
1.080447980072133340e+01,1.782617223426983033e+00
1.080948668340127128e+01,1.834617541060540313e+00
1.081416260050905187e+01,1.886682658418771252e+00
1.081859475294473505e+01,1.938801513287774503e+00
1.082287034160836647e+01,1.990963043453647607e+00
1.082706653628943272e+01,2.043156641707033927e+00
1.083119234127764408e+01,2.095374792780574147e+00
1.083522839823432093e+01,2.147611267916981426e+00
1.083915525578238714e+01,2.199859842579130031e+00
1.084295346254477188e+01,2.252114292229892900e+00
1.084660356714439544e+01,2.304368392332142967e+00
1.085008611820418523e+01,2.356615918348754501e+00
1.085338166434706331e+01,2.408850645742598662e+00
1.085647075419596419e+01,2.461066349976552381e+00
1.085933393637380817e+01,2.513256806513486374e+00
1.086195175950351732e+01,2.565415790816274466e+00
1.086430477220802260e+01,2.617537078347790924e+00
1.086637352311024074e+01,2.669614444570906908e+00
1.086813856083310625e+01,2.721641664948498462e+00
1.086958043399954121e+01,2.773612514943437191e+00
1.087067969123246769e+01,2.825520770018597805e+00
1.087141688115481308e+01,2.877360205636851465e+00
1.087177255238950657e+01,2.929124597261072438e+00
1.087172725355946845e+01,2.980807720354135437e+00
1.087126632947993521e+01,3.032406290425878392e+00
1.087040433307803156e+01,3.083934927443524376e+00
1.086916681209726576e+01,3.135414991153362418e+00
1.086757933424791922e+01,3.186867853541239359e+00
1.086566746724026977e+01,3.238314886593001596e+00
1.086345677878459348e+01,3.289777462294490640e+00
1.086097283659117529e+01,3.341276952631555552e+00
1.085824120837028595e+01,3.392834729590038290e+00
1.085528746183221571e+01,3.444472165155786136e+00
1.085213716468723710e+01,3.496210631314642825e+00
1.084881588464563151e+01,3.548071500052455196e+00
1.084534918941767678e+01,3.600076143355066094e+00
1.084176264671365786e+01,3.652245933208324136e+00
1.083808182424384547e+01,3.704602241598071277e+00
1.083433228971852635e+01,3.757166440510154803e+00
1.083053961084797656e+01,3.809959901930418447e+00
1.082672935534247749e+01,3.863003997844708159e+00
1.082292709091230698e+01,3.916320100238868562e+00
1.081915838526774465e+01,3.969929581098746052e+00
1.081542316579343321e+01,4.023838278069165497e+00
1.081153630161921875e+01,4.077939910170583993e+00
1.080723142421220118e+01,4.132078978111080048e+00
1.080224181701483310e+01,4.186099771745961817e+00
1.079630076346956358e+01,4.239846580930541897e+00
1.078914154701885764e+01,4.293163695520137324e+00
1.078049745110516433e+01,4.345895405370055364e+00
1.077010175917093804e+01,4.397886000335611278e+00
1.075768775465863669e+01,4.448979770272116774e+00
1.074298872101071467e+01,4.499021005034884446e+00
1.072573794166962458e+01,4.547853994479226891e+00
1.070566870007782434e+01,4.595323028460457593e+00
1.068251427967776657e+01,4.641272396833886482e+00
1.065600796391190741e+01,4.685546389454828820e+00
1.062588304553975682e+01,4.727989294461921510e+00
1.059199185118847453e+01,4.768423467923494030e+00
1.055460323098471243e+01,4.806594521172470102e+00
1.051407708832595844e+01,4.842231288915273879e+00
1.047077332660969695e+01,4.875062605858336617e+00
1.042505184923341410e+01,4.904817306708083358e+00
1.037727255959459960e+01,4.931224226170940916e+00
1.032779536109074137e+01,4.954012198953338775e+00
1.027698015711932200e+01,4.972910059761701973e+00
1.022518685107782588e+01,4.987646643302457328e+00
1.017277534636374625e+01,4.997950784282034320e+00
1.012010554637456750e+01,5.003551317406859766e+00
1.006753142807130530e+01,5.004194002273767872e+00
1.001530414651147005e+01,4.999918240275621706e+00
9.963587782282942840e+00,4.991012102619478696e+00
9.912543666331915304e+00,4.977771513019541239e+00
9.862333129604571980e+00,4.960492395190007286e+00
9.813117503047086743e+00,4.939470672845073906e+00
9.765058117605647681e+00,4.915002269698939052e+00
9.718316304226435776e+00,4.887383109465804232e+00
9.673053393855630233e+00,4.856909115859863846e+00
9.629430717439413812e+00,4.823876212595315849e+00
9.587609605923972822e+00,4.788580323386360860e+00
9.547751390255482917e+00,4.751317371947195944e+00
9.510017401380128632e+00,4.712383281992017281e+00
9.474543852780326958e+00,4.672064018389489704e+00
9.441229906926789539e+00,4.630551557441935806e+00
9.409844388369723589e+00,4.587986197653719955e+00
9.380154771157179994e+00,4.544507702067407173e+00
9.351928529337197205e+00,4.500255833725556265e+00
9.324933136957811897e+00,4.455370355670726923e+00
9.298936068067071403e+00,4.409991030945485058e+00
9.273704796713017728e+00,4.364257622592387698e+00
9.249006796943692876e+00,4.318309893653998977e+00
9.224609542807131746e+00,4.272287607172878587e+00
9.200280508351386999e+00,4.226330526191589776e+00
9.175787167624491758e+00,4.180578413752689571e+00
9.150896994674493357e+00,4.135171032898742993e+00
9.125377463549430246e+00,4.090248146672309737e+00
9.098996048297344430e+00,4.045949518115952159e+00
9.071522041313500040e+00,4.002413742440881883e+00
9.042839829596371004e+00,3.959705495485659643e+00
9.013015731304918177e+00,3.917772608016413027e+00
8.982132135111971394e+00,3.876552589530766646e+00
8.950271429690362268e+00,3.835982949526338448e+00
8.917516003712920636e+00,3.796001197500752156e+00
8.883948245852485215e+00,3.756544842951629271e+00
8.849650544781880512e+00,3.717551395376589518e+00
8.814705289173941694e+00,3.678958364273257509e+00
8.779194867701495042e+00,3.640703259139251191e+00
8.743201669037377499e+00,3.602723589472194732e+00
8.706808081854420678e+00,3.564956864769709188e+00
8.670096494825450861e+00,3.527340594529415174e+00
8.633149296623306768e+00,3.489812288248934635e+00
8.596048875920814680e+00,3.452309455425889961e+00
8.558877621390809765e+00,3.414769605557901766e+00
8.521717921706116528e+00,3.377130248142590663e+00
8.484652165539573687e+00,3.339328892677579486e+00
8.447762741564012856e+00,3.301303048660490180e+00
8.411132037371928050e+00,3.262990226653120107e+00
8.374815710638554123e+00,3.224354267387247397e+00
8.338773296734363072e+00,3.185453696385402544e+00
8.302942732122447822e+00,3.146368315064719035e+00
8.267261953265911956e+00,3.107177924842329908e+00
8.231668896627851950e+00,3.067962327135369538e+00
8.196101498671366059e+00,3.028801323360970965e+00
8.160497695859550760e+00,2.989774714936266786e+00
8.124795424655506082e+00,2.950962303278391818e+00
8.088932621522326727e+00,2.912443889804479547e+00
8.052847222923114501e+00,2.874299275931662567e+00
8.016477165320971210e+00,2.836608263077075698e+00
7.979760385178988003e+00,2.799450652657851535e+00
7.942634818960266685e+00,2.762906246091124007e+00
7.905038403127901958e+00,2.727054844794025712e+00
7.866909074144997405e+00,2.691976250183691466e+00
7.828184768474646837e+00,2.657750263677253866e+00
